,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,ExistingPolicyTenure,Zone,PaymentMethod,AgentBonus_Per_Policy,SumAssured_Per_Policy
2948,17.0,10.0,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,4.0,Divorced,22996,2.0,West,Half Yearly,862.25,164708
2949,4.0,4.0,Agent,Salaried,Graduate,Male,6,Executive,4.0,Married,21198,4.0,West,Yearly,1060.0,116589
2950,26.0,32.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Married,21948,2.0,West,Half Yearly,1317.0,138272
2951,8.0,8.0,Agent,Salaried,Post Graduate,Male,4,Manager,3.0,Single,22998,2.0,West,Half Yearly,1380.0,140747
2952,22.0,11.0,Agent,Small Business,Diploma,Male,2,Executive,3.0,Single,21135,9.0,West,Monthly,1197.6666666666667,196414
2953,29.0,29.0,Agent,Large Business,Engineer,Male,4,Manager,3.0,Married,25836,5.0,West,Half Yearly,1636.3333333333333,211080
2954,5.0,26.0,Online,Small Business,Under Graduate,Male,2,Manager,6.0,Divorced,24729,4.0,North,Monthly,865.5,160985
2955,6.0,3.0,Agent,Small Business,Diploma,Male,2,Manager,3.0,Married,23677,4.0,West,Monthly,947.0,179945
2956,6.0,11.0,Third Party Partner,Salaried,Post Graduate,Female,5,Executive,5.0,Divorced,21200,1.0,North,Yearly,551.2,97011
2957,4.0,13.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,4.0,Single,23455,8.0,West,Half Yearly,1055.5,118213
2958,17.0,9.0,Agent,Large Business,Engineer,Female,6,Senior Manager,6.0,Married,28709,1.0,North,Yearly,478.5,69858
2959,18.0,22.0,Agent,Small Business,Under Graduate,Male,4,Executive,3.0,Divorced,21238,4.0,West,Half Yearly,1486.6666666666667,269085
2960,12.0,15.0,Agent,Large Business,Engineer,Female,5,Manager,5.0,Married,25309,2.0,West,Yearly,607.4,103868
2961,15.0,19.0,Agent,Salaried,Graduate,Male,4,Manager,3.0,Single,23407,9.0,West,Half Yearly,1248.3333333333333,209726
2962,5.0,15.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Divorced,22036,2.0,North,Half Yearly,1013.6,130761
2963,35.0,35.0,Third Party Partner,Small Business,Under Graduate,Female,4,Senior Manager,6.0,Divorced,22147,1.0,West,Half Yearly,1160.5,175224
2964,14.0,7.0,Online,Small Business,Diploma,Female,5,Senior Manager,3.0,Divorced,28834,7.0,North,Yearly,2306.6666666666665,371382
2965,10.0,15.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Divorced,20692,4.0,West,Half Yearly,827.6666666666666,92700
2966,26.0,9.0,Third Party Partner,Salaried,Graduate,Female,4,Senior Manager,4.0,Married,28959,7.0,West,Half Yearly,1086.0,186785
2967,9.0,5.0,Agent,Salaried,Graduate,Female,2,Executive,3.0,Divorced,20468,1.0,North,Monthly,1569.3333333333333,218120
2968,6.0,18.0,Online,Small Business,Under Graduate,Female,5,Executive,5.0,Single,20316,1.0,North,Yearly,609.4,62776
2969,20.0,15.0,Agent,Salaried,Graduate,Female,4,Executive,3.0,Married,22217,8.0,North,Half Yearly,1629.3333333333333,273713
2970,27.0,22.0,Agent,Salaried,Graduate,Male,4,AVP,3.0,Divorced,36236,14.0,West,Half Yearly,1811.6666666666667,297135
2971,20.0,16.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Divorced,25290,7.0,North,Half Yearly,548.0,67945
2972,23.0,23.0,Agent,Small Business,Under Graduate,Female,5,Manager,6.0,Single,25269,7.0,North,Yearly,968.6666666666666,151108
2973,7.0,7.0,Agent,Salaried,Graduate,Female,5,Manager,3.0,Single,23628,4.0,West,Yearly,787.6666666666666,144130
2974,53.0,35.0,Agent,Salaried,Graduate,Male,6,VP,3.0,Divorced,38197,2.0,North,Yearly,2928.3333333333335,573973
2975,11.0,28.0,Agent,Small Business,Under Graduate,Male,5,VP,4.0,Divorced,37168,2.0,West,Yearly,1393.75,264822
2976,9.0,4.0,Third Party Partner,Large Business,Engineer,Male,4,Executive,5.0,Divorced,22149,4.0,West,Half Yearly,886.0,106315
2977,24.0,19.0,Agent,Large Business,Engineer,Male,2,Executive,5.0,Single,21016,3.0,North,Monthly,966.8,103440
2978,3.0,20.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,20974,2.0,North,Half Yearly,839.0,141784
2979,21.0,16.0,Agent,Salaried,Graduate,Male,4,Manager,3.0,Married,25080,1.0,West,Half Yearly,1755.6666666666667,293185
2980,28.0,9.0,Agent,Salaried,Graduate,Male,5,VP,3.0,Single,36722,6.0,North,Yearly,3060.3333333333335,376400
2981,10.0,19.0,Agent,Salaried,Graduate,Female,5,AVP,3.0,Married,34581,19.0,West,Yearly,1613.6666666666667,284025
2982,11.0,15.0,Agent,Large Business,Engineer,Female,2,Executive,4.0,Divorced,21042,2.0,West,Monthly,947.0,156236
2983,46.0,23.0,Agent,Small Business,Diploma,Male,4,VP,5.0,Divorced,36670,9.0,West,Half Yearly,1540.2,158634
2984,34.0,40.0,Agent,Small Business,Diploma,Male,2,Senior Manager,4.0,Married,26837,10.0,West,Monthly,1677.25,174440
2985,15.0,19.0,Agent,Salaried,Graduate,Female,2,Executive,3.0,Single,21451,3.0,West,Monthly,1287.0,178901
2986,6.0,15.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Divorced,19680,6.0,West,Half Yearly,738.0,130626
2987,18.0,27.0,Third Party Partner,Salaried,Graduate,Male,6,Executive,3.0,Single,19575,9.0,North,Yearly,1500.6666666666667,264132
2988,6.0,4.0,Agent,Salaried,Graduate,Male,4,Executive,3.0,Single,21332,1.0,West,Half Yearly,711.0,110926
2989,6.0,6.0,Agent,Small Business,Diploma,Female,6,VP,5.0,Single,37281,11.0,North,Yearly,1118.4,136448
2990,15.0,19.0,Online,Small Business,Under Graduate,Male,5,AVP,5.0,Married,22085,10.0,West,Yearly,768.8,136849
2991,19.0,19.0,Third Party Partner,Salaried,Graduate,Female,5,Executive,4.0,Single,21082,2.0,West,Yearly,948.75,170764
2992,47.0,37.0,Agent,Small Business,Diploma,Female,5,VP,5.0,Divorced,37246,14.0,West,Yearly,1862.4,240236
2993,5.0,8.0,Agent,Small Business,Diploma,Female,4,Manager,6.0,Single,22995,5.0,West,Half Yearly,421.5,69138
2994,25.0,51.0,Third Party Partner,Salaried,Graduate,Male,4,VP,5.0,Married,38304,13.0,West,Half Yearly,1685.4,222469
2995,10.0,26.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3.0,Single,28969,13.0,North,Half Yearly,1738.0,208576
2996,15.0,6.0,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,5.0,Married,22901,4.0,West,Half Yearly,595.4,78000
2997,15.0,31.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,4.0,Single,20611,10.0,West,Half Yearly,1288.25,218992
2998,11.0,5.0,Agent,Salaried,Graduate,Male,2,VP,6.0,Married,37647,4.0,North,Monthly,878.5,143184
2999,29.0,19.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,5.0,Divorced,22947,4.0,West,Yearly,963.8,104087
3000,13.0,7.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Divorced,21963,1.0,North,Half Yearly,549.0,103775
3001,8.0,12.0,Agent,Small Business,Under Graduate,Female,2,Manager,5.0,Divorced,20829,7.0,North,Monthly,791.6,133763
3002,6.0,6.0,Agent,Small Business,Diploma,Female,5,Senior Manager,3.0,Single,28688,7.0,West,Yearly,2008.0,251020
3003,19.0,19.0,Agent,Salaried,Graduate,Female,4,Manager,5.0,Single,23867,2.0,West,Half Yearly,620.6,122867
3004,11.0,5.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,3.0,Divorced,26435,3.0,North,Half Yearly,881.3333333333334,107502
3005,27.0,32.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,3.0,Divorced,22324,2.0,West,Yearly,1786.0,178592
3006,11.0,16.0,Third Party Partner,Small Business,Under Graduate,Female,5,Executive,4.0,Single,21295,4.0,West,Yearly,1331.0,219604
3007,19.0,19.0,Online,Small Business,Under Graduate,Female,4,Manager,4.0,Single,23152,4.0,North,Half Yearly,1157.5,226889
3008,3.0,3.0,Agent,Large Business,Engineer,Female,4,Executive,4.0,Married,21796,2.0,West,Half Yearly,708.25,71545
3009,14.0,23.0,Agent,Large Business,Engineer,Male,4,Executive,6.0,Single,20537,11.0,West,Half Yearly,753.0,113706
3010,19.0,9.0,Agent,Small Business,Under Graduate,Female,4,Executive,5.0,Single,20553,9.0,West,Half Yearly,945.4,145597
3011,10.0,25.0,Agent,Small Business,Under Graduate,Male,2,Manager,3.0,Divorced,24666,2.0,West,Monthly,1644.3333333333333,310791
3012,18.0,53.0,Third Party Partner,Small Business,Under Graduate,Female,4,VP,5.0,Single,36518,5.0,West,Half Yearly,1752.8,178792
3013,18.0,53.0,Agent,Small Business,Under Graduate,Female,5,AVP,5.0,Married,35580,11.0,North,Yearly,1779.0,199248
3014,17.0,17.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,20829,9.0,West,Half Yearly,1093.5,156373
3015,9.0,22.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Divorced,23340,7.0,North,Half Yearly,1108.75,218404
3016,2.0,4.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,22361,1.0,North,Half Yearly,372.6666666666667,37268
3017,9.0,13.0,Agent,Large Business,Engineer,Female,5,Manager,3.0,Divorced,23084,4.0,West,Yearly,1462.0,248537
3018,11.0,21.0,Agent,Large Business,Engineer,Female,4,Senior Manager,4.0,Divorced,25551,2.0,North,Half Yearly,1341.5,173044
3019,3.0,3.0,Agent,Salaried,Graduate,Female,4,Executive,6.0,Single,21880,3.0,West,Half Yearly,547.0,85879
3020,5.0,26.0,Online,Salaried,Graduate,Female,6,Manager,3.0,Divorced,25131,5.0,West,Yearly,1759.3333333333333,191749
3021,4.0,25.0,Agent,Salaried,Graduate,Female,4,AVP,6.0,Divorced,35337,6.0,West,Half Yearly,706.6666666666666,73501
3022,3.0,18.0,Agent,Small Business,Diploma,Male,5,Senior Manager,5.0,Single,27551,2.0,West,Yearly,606.2,104253
3023,8.0,15.0,Agent,Salaried,Graduate,Male,4,Senior Manager,5.0,Single,26903,6.0,North,Half Yearly,753.2,86627
3024,32.0,32.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,6.0,Divorced,22321,2.0,North,Half Yearly,1063.0,139260
3025,5.0,5.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Single,22991,2.0,West,Half Yearly,1149.5,131048
3026,27.0,32.0,Online,Salaried,Graduate,Female,4,Senior Manager,4.0,Married,28309,1.0,West,Half Yearly,1344.75,232629
3027,12.0,3.0,Online,Small Business,Under Graduate,Male,6,Manager,5.0,Single,24608,3.0,West,Yearly,590.6,85635
3028,6.0,3.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,5.0,Single,20759,7.0,West,Half Yearly,581.2,106369
3029,12.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Divorced,20819,1.0,West,Half Yearly,347.0,68008
3030,10.0,15.0,Online,Salaried,Graduate,Male,4,AVP,4.0,Divorced,36318,9.0,West,Half Yearly,1271.25,162704
3031,11.0,6.0,Agent,Small Business,Under Graduate,Female,6,VP,4.0,Divorced,37644,14.0,West,Yearly,1411.75,170809
3032,11.0,5.0,Agent,Salaried,Graduate,Male,4,VP,5.0,Single,38174,2.0,West,Half Yearly,1068.8,133609
3033,16.0,13.0,Online,Salaried,Graduate,Male,4,Executive,4.0,Married,22001,4.0,North,Half Yearly,660.0,130686
3034,26.0,20.0,Agent,Salaried,Graduate,Male,4,Senior Manager,3.0,Married,26957,1.0,West,Half Yearly,1707.3333333333333,204873
3035,14.0,17.0,Agent,Salaried,Graduate,Male,4,Manager,3.0,Single,23118,9.0,North,Half Yearly,1156.0,153734
3036,7.0,15.0,Third Party Partner,Small Business,Diploma,Female,4,Manager,6.0,Married,22560,7.0,North,Half Yearly,413.6666666666667,59558
3037,15.0,3.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Single,22706,4.0,West,Half Yearly,738.0,107740
3038,43.0,29.0,Agent,Salaried,Graduate,Male,4,AVP,4.0,Married,32483,29.0,West,Half Yearly,1786.5,272589
3039,22.0,22.0,Agent,Salaried,Graduate,Female,4,Manager,6.0,Married,25350,2.0,West,Half Yearly,718.3333333333334,135749
3040,24.0,35.0,Agent,Small Business,Under Graduate,Female,4,Manager,6.0,Single,24582,3.0,North,Half Yearly,983.3333333333334,162241
3041,15.0,24.0,Agent,Small Business,Under Graduate,Male,4,Executive,3.0,Divorced,22126,2.0,North,Half Yearly,1622.6666666666667,314779
3042,5.0,27.0,Agent,Small Business,Under Graduate,Female,5,Senior Manager,6.0,Divorced,28465,8.0,West,Yearly,759.0,118414
3043,5.0,5.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Divorced,20844,1.0,West,Half Yearly,458.6,83918
3044,10.0,14.0,Third Party Partner,Small Business,Diploma,Female,2,Manager,6.0,Divorced,23096,2.0,West,Monthly,577.3333333333334,109706
3045,11.0,17.0,Agent,Salaried,Graduate,Male,4,Senior Manager,3.0,Single,26355,3.0,West,Half Yearly,1845.0,201088
3046,4.0,4.0,Agent,Small Business,Under Graduate,Female,2,Executive,3.0,Divorced,20991,4.0,North,Monthly,1469.3333333333333,171916
3047,13.0,16.0,Agent,Large Business,Engineer,Female,5,AVP,5.0,Single,22124,3.0,West,Yearly,632.0,99220
3048,2.0,10.0,Online,Salaried,Graduate,Female,4,Executive,3.0,Single,20068,1.0,North,Half Yearly,802.6666666666666,126027
3049,5.0,8.0,Agent,Small Business,Under Graduate,Female,5,Manager,3.0,Divorced,23820,1.0,West,Yearly,873.3333333333334,103934
3050,35.0,29.0,Third Party Partner,Salaried,Graduate,Male,6,Manager,3.0,Single,23528,9.0,West,Yearly,1960.6666666666667,260768
3051,22.0,5.0,Agent,Small Business,Diploma,Male,2,AVP,4.0,Single,23056,7.0,West,Monthly,1366.5,153043
3052,30.0,12.0,Agent,Salaried,Graduate,Male,4,AVP,5.0,Divorced,22164,12.0,North,Half Yearly,1210.6,221547
3053,10.0,12.0,Online,Large Business,Engineer,Female,5,Executive,4.0,Married,20486,3.0,North,Yearly,512.25,70164
3054,15.0,7.0,Agent,Small Business,Under Graduate,Female,2,Manager,4.0,Married,24834,1.0,West,Monthly,620.75,122928
3055,7.0,7.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Divorced,23886,1.0,West,Half Yearly,597.25,71060
3056,6.0,12.0,Third Party Partner,Salaried,Graduate,Female,5,Executive,3.0,Single,21242,1.0,West,Yearly,991.3333333333334,169511
3057,15.0,3.0,Third Party Partner,Small Business,Diploma,Female,4,Manager,4.0,Divorced,23071,1.0,North,Half Yearly,634.5,109125
3058,10.0,5.0,Third Party Partner,Salaried,Graduate,Male,2,Executive,4.0,Married,21067,1.0,West,Monthly,1211.25,146573
3059,7.0,7.0,Agent,Large Business,Engineer,Female,4,Manager,3.0,Single,25144,2.0,North,Half Yearly,1089.6666666666667,154719
3060,24.0,8.0,Agent,Salaried,Graduate,Male,5,Manager,6.0,Divorced,23181,5.0,West,Yearly,656.8333333333334,76845
3061,10.0,6.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Divorced,24636,3.0,North,Half Yearly,800.75,98482
3062,15.0,26.0,Agent,Salaried,Graduate,Male,5,Manager,3.0,Divorced,24577,10.0,West,Yearly,1720.3333333333333,228812
3063,3.0,6.0,Third Party Partner,Small Business,Diploma,Male,4,Senior Manager,5.0,Divorced,20814,5.0,West,Half Yearly,639.2,112493
3064,18.0,14.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,3.0,Married,23924,4.0,North,Half Yearly,1515.3333333333333,156064
3065,18.0,6.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Divorced,21453,4.0,West,Half Yearly,750.75,122389
3066,23.0,5.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,3.0,Divorced,28455,14.0,North,Half Yearly,1517.6666666666667,298967
3067,7.0,4.0,Agent,Small Business,Diploma,Male,4,Manager,5.0,Divorced,22535,4.0,West,Half Yearly,721.2,75717
3068,5.0,9.0,Online,Salaried,Graduate,Male,4,Senior Manager,4.0,Divorced,21588,9.0,North,Half Yearly,1175.0,121033
3069,8.0,11.0,Agent,Salaried,Graduate,Male,2,Manager,4.0,Divorced,24689,8.0,North,Monthly,679.0,68573
3070,19.0,13.0,Third Party Partner,Small Business,Under Graduate,Female,2,AVP,4.0,Divorced,20803,2.0,West,Monthly,792.5,104623
3071,8.0,14.0,Agent,Small Business,Under Graduate,Female,5,Manager,4.0,Single,22538,1.0,North,Yearly,676.25,100068
3072,18.0,18.0,Agent,Small Business,Diploma,Female,5,Manager,3.0,Divorced,24226,1.0,North,Yearly,1211.3333333333333,198653
3073,8.0,13.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Single,20851,2.0,West,Half Yearly,625.5,123855
3074,2.0,7.0,Agent,Small Business,Under Graduate,Male,5,Executive,3.0,Single,22361,1.0,West,Yearly,745.3333333333334,105096
3075,23.0,39.0,Agent,Salaried,MBA,Female,4,AVP,6.0,Divorced,35256,2.0,West,Half Yearly,1292.6666666666667,175810
3076,19.0,9.0,Agent,Salaried,Post Graduate,Female,4,Executive,6.0,Divorced,21407,2.0,West,Half Yearly,785.0,141286
3077,22.0,27.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Single,22086,13.0,North,Half Yearly,1104.25,183313
3078,12.0,12.0,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,3.0,Single,27819,11.0,West,Half Yearly,2040.0,301929
3079,4.0,17.0,Agent,Large Business,Engineer,Male,4,Executive,3.0,Divorced,21686,3.0,West,Half Yearly,1445.6666666666667,154693
3080,14.0,4.0,Agent,Salaried,Post Graduate,Male,2,Executive,6.0,Single,22035,4.0,North,Monthly,587.6666666666666,109293
3081,3.0,10.0,Agent,Salaried,Post Graduate,Male,5,Senior Manager,6.0,Single,26445,1.0,West,Yearly,573.0,57297
3082,22.0,26.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,6.0,Single,22741,5.0,North,Yearly,720.1666666666666,135384
3083,39.0,20.0,Third Party Partner,Salaried,Post Graduate,Female,4,Senior Manager,3.0,Single,26010,3.0,West,Half Yearly,2167.6666666666665,253597
3084,34.0,6.0,Agent,Small Business,Under Graduate,Female,4,AVP,3.0,Single,35785,2.0,West,Half Yearly,1908.6666666666667,347353
3085,57.0,48.0,Agent,Small Business,Under Graduate,Female,4,VP,6.0,Divorced,38158,4.0,North,Half Yearly,1590.0,232127
3086,17.0,4.0,Agent,Small Business,Under Graduate,Male,2,AVP,3.0,Married,33189,4.0,West,Monthly,1438.3333333333333,186964
3087,32.0,13.0,Agent,Small Business,Diploma,Female,4,Manager,5.0,Single,27735,19.0,West,Half Yearly,1275.8,155648
3088,3.0,10.0,Third Party Partner,Salaried,Graduate,Female,6,Executive,4.0,Single,19816,5.0,West,Yearly,842.25,119589
3089,14.0,19.0,Agent,Small Business,Diploma,Female,4,Manager,6.0,Married,23236,9.0,North,Half Yearly,774.5,115405
3090,31.0,31.0,Agent,Salaried,Graduate,Female,4,AVP,5.0,Single,34879,31.0,North,Half Yearly,1534.6,213320
3091,20.0,12.0,Third Party Partner,Salaried,Post Graduate,Male,4,Executive,6.0,Married,21453,3.0,North,Half Yearly,679.3333333333334,78124
3092,11.0,22.0,Agent,Salaried,Graduate,Female,5,Executive,5.0,Single,19718,4.0,West,Yearly,749.2,86917
3093,14.0,14.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Divorced,20556,3.0,North,Half Yearly,376.8333333333333,62181
3094,7.0,10.0,Agent,Salaried,Graduate,Male,5,Manager,3.0,Single,24267,3.0,West,Yearly,1132.3333333333333,219697
3095,13.0,6.0,Agent,Small Business,Diploma,Female,5,Manager,6.0,Divorced,24104,5.0,North,Yearly,522.3333333333334,75726
3096,9.0,12.0,Agent,Large Business,Engineer,Male,4,Executive,3.0,Divorced,21877,8.0,North,Half Yearly,1021.0,121490
3097,30.0,5.0,Agent,Salaried,Graduate,Male,5,Executive,6.0,Divorced,22857,5.0,North,Yearly,838.1666666666666,166779
3098,18.0,18.0,Online,Large Business,Engineer,Male,2,Executive,4.0,Single,21957,5.0,West,Monthly,1097.75,156992
3099,19.0,16.0,Agent,Salaried,Graduate,Female,4,Executive,6.0,Divorced,20523,4.0,West,Half Yearly,649.8333333333334,125429
3100,28.0,23.0,Agent,Small Business,Under Graduate,Female,4,AVP,4.0,Divorced,35626,14.0,West,Half Yearly,1157.75,145888
3101,19.0,19.0,Agent,Small Business,Under Graduate,Female,4,Manager,4.0,Divorced,22619,5.0,West,Half Yearly,961.25,173035
3102,6.0,28.0,Agent,Small Business,Diploma,Male,4,Manager,3.0,Divorced,27661,4.0,North,Half Yearly,1844.0,256325
3103,30.0,5.0,Agent,Salaried,Graduate,Female,5,Executive,5.0,Divorced,21751,2.0,West,Yearly,1000.6,106057
3104,6.0,17.0,Agent,Small Business,Under Graduate,Male,2,Executive,4.0,Divorced,20584,1.0,West,Monthly,720.5,95818
3105,13.0,22.0,Online,Salaried,Post Graduate,Male,4,Manager,4.0,Married,22432,4.0,West,Half Yearly,1121.5,210860
3106,22.0,22.0,Agent,Salaried,Graduate,Male,4,Senior Manager,3.0,Married,24953,3.0,West,Half Yearly,1852.6666666666667,316777
3107,7.0,14.0,Agent,Small Business,Diploma,Male,4,Senior Manager,2.0,Married,28553,2.0,West,Half Yearly,1713.0,267256
3108,8.0,23.0,Online,Salaried,Graduate,Female,5,Executive,6.0,Single,22103,3.0,West,Yearly,626.3333333333334,84544
3109,6.0,17.0,Third Party Partner,Salaried,Graduate,Female,2,Senior Manager,5.0,Single,25903,2.0,North,Monthly,569.8,103715
3110,33.0,17.0,Agent,Small Business,Under Graduate,Male,6,Senior Manager,6.0,Married,20137,2.0,North,Yearly,928.1666666666666,106730
3111,31.0,26.0,Agent,Small Business,Under Graduate,Female,2,Executive,5.0,Single,20566,2.0,North,Monthly,1028.4,133679
3112,3.0,16.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Divorced,22179,1.0,North,Half Yearly,1552.5,284113
3113,18.0,3.0,Agent,Large Business,Engineer,Male,4,Senior Manager,2.0,Divorced,27837,6.0,West,Half Yearly,1531.0,177600
3114,6.0,9.0,Agent,Small Business,Diploma,Male,4,Manager,6.0,Married,23943,1.0,North,Half Yearly,478.8333333333333,53153
3115,6.0,13.0,Agent,Large Business,Engineer,Female,4,Executive,4.0,Divorced,21199,6.0,West,Half Yearly,795.0,137528
3116,29.0,29.0,Online,Small Business,Under Graduate,Male,5,Senior Manager,4.0,Married,32214,3.0,West,Yearly,1449.75,272589
3117,22.0,22.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Single,26920,3.0,West,Half Yearly,897.3333333333334,172288
3118,6.0,11.0,Online,Salaried,Graduate,Male,5,Executive,4.0,Single,21619,1.0,West,Yearly,540.5,54588
3119,40.0,33.0,Agent,Small Business,Under Graduate,Male,2,AVP,5.0,Single,35055,20.0,West,Monthly,1332.0,141201
3120,19.0,29.0,Agent,Large Business,Engineer,Male,4,Manager,4.0,Divorced,25108,1.0,North,Half Yearly,1192.75,192013
3121,30.0,30.0,Agent,Small Business,Under Graduate,Male,4,Executive,4.0,Married,20802,3.0,North,Half Yearly,1248.0,247127
3122,22.0,22.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Single,21877,2.0,West,Half Yearly,1093.8,141106
3123,5.0,11.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,6.0,Divorced,22830,1.0,West,Half Yearly,456.6666666666667,77165
